id,latitude,longitude,area_name,crime_type,severity,hour,day_of_week,month,crime_count
71,17.37533715705286,78.4472052639634,Somajiguda,harassment,0.5,16,3,6,3
72,17.50004240241627,78.39788843699205,Kukatpally,assault,0.6,2,3,7,4
73,17.378438292353724,78.48575993525246,Secunderabad,robbery,0.7,18,5,12,2
74,17.367488315696814,78.48298896845863,Mehdipatnam,robbery,0.7,6,4,11,4
75,17.379711714888607,78.48331197964887,Charminar,theft,0.4,23,5,6,1
76,17.445789182002038,78.37480833493669,Gachibowli,vandalism,0.3,8,6,9,5
77,17.362442492619675,78.4869013100856,Secunderabad,assault,0.6,15,4,10,2
78,17.420349865736995,78.42820134068167,Banjara Hills,robbery,0.7,10,1,6,5
79,17.36295819476093,78.46706095458781,Mehdipatnam,assault,0.6,11,1,1,1
80,17.503720887176407,78.39690432357806,Kukatpally,harassment,0.5,6,5,5,4
81,17.50454398562681,78.39474668328847,Kukatpally,murder,1.0,2,0,1,2
82,17.36439973893646,78.48309541193589,Secunderabad,theft,0.4,2,4,10,2
83,17.350908931070215,78.4835042306654,Mehdipatnam,harassment,0.5,21,3,10,1
84,17.36201070275768,78.48226155757179,Secunderabad,theft,0.4,0,3,10,4
85,17.435836866786445,78.44115852734907,Ameerpet,vandalism,0.3,2,2,10,5
86,17.429160545760027,78.44617681786785,Ameerpet,assault,0.6,21,0,4,4
87,17.48283310832404,78.41619759454164,Kondapur,harassment,0.5,18,0,2,3
88,17.500468279419213,78.40733972526466,Kukatpally,vandalism,0.3,1,6,7,2
89,17.4945656555471,78.39737573598819,Kukatpally,robbery,0.7,0,1,12,2
90,17.448917958316937,78.37653856196607,Gachibowli,vandalism,0.3,11,1,8,4
91,17.354773646096152,78.47749233703338,Mehdipatnam,assault,0.6,14,0,2,1
92,17.457259095859882,78.38454254963058,Madhapur,theft,0.4,2,5,9,4
93,17.39098714789404,78.49389173317446,Charminar,harassment,0.5,5,1,8,2
94,17.45605982996618,78.39630429976647,Madhapur,robbery,0.7,20,1,8,3
95,17.37306583676394,78.4836703971127,Secunderabad,vandalism,0.3,11,5,7,4
96,17.497542031066516,78.40033168372773,Kukatpally,robbery,0.7,0,3,12,3
97,17.365815318868098,78.47824690357959,Mehdipatnam,robbery,0.7,10,2,2,3
98,17.409313002006257,78.42825868999392,Banjara Hills,robbery,0.7,13,4,3,5
99,17.481537993103675,78.40633858014002,Kondapur,murder,1.0,21,0,8,5
100,17.404211128131546,78.44423357220403,Banjara Hills,robbery,0.7,0,6,7,2
101,17.36955686429943,78.47351427603652,Secunderabad,assault,0.6,1,1,5,2
102,17.480596551935154,78.41152875224104,Kondapur,theft,0.4,11,0,5,1
103,17.450898358628333,78.39794874161811,Madhapur,theft,0.4,16,1,3,3
104,17.371636075212958,78.43077750361769,Somajiguda,harassment,0.5,10,2,9,3
105,17.371387380862693,78.49027607143316,Secunderabad,murder,1.0,18,2,9,3
106,17.352588297769277,78.4735383178992,Mehdipatnam,vandalism,0.3,8,6,1,3
107,17.38108110049438,78.48038755652684,Secunderabad,theft,0.4,20,6,11,1
108,17.440874704121743,78.39408947940731,Madhapur,theft,0.4,4,6,10,5
109,17.35699986678364,78.463981022586,Mehdipatnam,harassment,0.5,21,0,12,3
110,17.369493689563058,78.43201952552715,Somajiguda,vandalism,0.3,15,6,2,5
111,17.415766466703204,78.43579806069256,Banjara Hills,assault,0.6,20,4,3,2
112,17.452044430082527,78.37452102632267,Gachibowli,assault,0.6,23,3,3,3
113,17.372796174811658,78.4334674478764,Somajiguda,murder,1.0,7,5,1,1
114,17.502617951869883,78.40139415324454,Kukatpally,assault,0.6,19,5,9,3
115,17.48716738152339,78.40550251464282,Kukatpally,robbery,0.7,9,2,6,4
116,17.44136578215235,78.44498009423516,Ameerpet,vandalism,0.3,20,3,11,4
117,17.389677992333784,78.49095730568817,Charminar,vandalism,0.3,13,2,2,2
118,17.485070064832556,78.40530822741513,Kondapur,murder,1.0,22,1,4,5
119,17.499466091205132,78.4068178635072,Kukatpally,harassment,0.5,6,5,1,2
120,17.3518320184682,78.47403201373292,Mehdipatnam,assault,0.6,22,4,4,2
121,17.377422754748128,78.4723081141017,Secunderabad,vandalism,0.3,2,6,9,1
122,17.407967449792096,78.43280274949369,Banjara Hills,harassment,0.5,15,1,2,1
123,17.489657059582044,78.41874982829746,Kondapur,murder,1.0,8,1,9,5
124,17.4412126167033,78.37032837648161,Gachibowli,murder,1.0,17,1,12,1
125,17.43255818522531,78.44114697503868,Ameerpet,assault,0.6,11,0,11,5
126,17.365935534687146,78.47573408125307,Mehdipatnam,theft,0.4,10,2,7,4
127,17.403327852717588,78.42821516187838,Banjara Hills,robbery,0.7,15,2,4,1
128,17.503183296791384,78.39100009018651,Kukatpally,vandalism,0.3,16,3,7,4
129,17.375019500000118,78.43450670028703,Somajiguda,murder,1.0,14,2,9,2
130,17.44488845076451,78.38098053964568,Gachibowli,robbery,0.7,1,4,5,5
131,17.47867594505535,78.41754698305895,Kondapur,vandalism,0.3,23,5,4,5
132,17.437845436304965,78.36914755189757,Gachibowli,assault,0.6,11,5,4,3
133,17.356425002182153,78.46805808409138,Mehdipatnam,murder,1.0,14,0,8,4
134,17.43724165283812,78.38140451460971,Gachibowli,robbery,0.7,18,3,5,3
135,17.50081234320544,78.40312643446468,Kukatpally,assault,0.6,3,3,4,1
136,17.443013175788128,78.39413794340764,Madhapur,murder,1.0,6,5,10,5
137,17.38093896308008,78.49617543002543,Charminar,murder,1.0,0,2,9,3
138,17.363387716024967,78.44399958006326,Somajiguda,murder,1.0,4,3,9,1
139,17.41070106828279,78.44077661120605,Banjara Hills,theft,0.4,14,6,5,2
140,17.38093569573394,78.48761839725437,Charminar,theft,0.4,17,3,8,3
141,17.436078701321705,78.45260695067246,Ameerpet,vandalism,0.3,14,6,4,3
142,17.50124147481876,78.39499380031941,Kukatpally,vandalism,0.3,23,5,4,1
143,17.367635727152617,78.48284227436862,Secunderabad,murder,1.0,15,4,3,5
144,17.441048102014367,78.38244119660799,Gachibowli,robbery,0.7,11,1,5,4
145,17.45617775225803,78.39858227879309,Madhapur,robbery,0.7,4,3,11,1
146,17.38100056345742,78.4964338021452,Charminar,assault,0.6,16,3,2,4
147,17.35870860828436,78.47497112646502,Mehdipatnam,theft,0.4,9,5,7,1
148,17.36224873952424,78.4722309068319,Mehdipatnam,robbery,0.7,22,4,9,5
149,17.442423291373068,78.36966163576122,Gachibowli,robbery,0.7,4,4,12,2
150,17.44812469331909,78.3725252094556,Gachibowli,murder,1.0,22,6,3,4
151,17.435082512244,78.4512357688661,Ameerpet,murder,1.0,17,6,10,1
152,17.484756561524453,78.40922422082065,Kondapur,murder,1.0,9,6,8,4
153,17.394733490632536,78.49167275021331,Charminar,vandalism,0.3,9,1,7,1
154,17.4544350599453,78.39919225412766,Madhapur,robbery,0.7,8,6,10,2
155,17.481972371491647,78.41634306252482,Kondapur,robbery,0.7,19,6,1,1
156,17.443759403170652,78.37364081074222,Gachibowli,assault,0.6,6,0,3,3
157,17.40713524694139,78.43284866963053,Banjara Hills,vandalism,0.3,18,3,5,3
158,17.450191242917377,78.3726727022661,Gachibowli,robbery,0.7,11,5,2,4
159,17.3656203509864,78.47559370345083,Mehdipatnam,assault,0.6,21,4,1,1
160,17.44308055276183,78.38953438014175,Madhapur,harassment,0.5,15,2,9,1
161,17.445219605375364,78.40032253744268,Madhapur,vandalism,0.3,3,0,10,4
162,17.366046683768115,78.48258428137642,Mehdipatnam,murder,1.0,5,6,1,4
163,17.427616352263623,78.44075494456507,Ameerpet,theft,0.4,21,5,4,1
164,17.420206468448445,78.42485176476362,Banjara Hills,harassment,0.5,2,0,7,5
165,17.415926036721334,78.44295441994383,Banjara Hills,theft,0.4,5,0,12,4
166,17.3765052091447,78.47853190765241,Secunderabad,theft,0.4,20,0,9,5
167,17.504169267218163,78.3946682090719,Kukatpally,murder,1.0,23,3,10,5
168,17.491444417260475,78.40535210827078,Kondapur,assault,0.6,10,1,2,2
169,17.44470061803377,78.38599075854584,Gachibowli,vandalism,0.3,17,3,6,5
170,17.452036076908037,78.37277365808441,Gachibowli,harassment,0.5,20,6,8,4
171,17.44905075579886,78.3995549169887,Madhapur,harassment,0.5,8,4,5,2
172,17.409270143732588,78.43925184014213,Banjara Hills,robbery,0.7,18,4,3,5
173,17.370146227468755,78.47961715303921,Mehdipatnam,murder,1.0,6,6,5,2
174,17.481056871401904,78.41246513304282,Kondapur,theft,0.4,11,0,2,4
175,17.445738846240186,78.38065812215001,Gachibowli,murder,1.0,14,0,10,4
176,17.35059129132372,78.48217653323624,Mehdipatnam,robbery,0.7,23,3,3,5
177,17.416308591666787,78.4326335486702,Banjara Hills,harassment,0.5,23,5,2,2
178,17.391268837524734,78.48313293692851,Charminar,theft,0.4,18,4,7,2
179,17.48987204453129,78.4070163918242,Kondapur,murder,1.0,22,5,5,2
180,17.486928940996677,78.40673938336494,Kukatpally,robbery,0.7,4,6,9,4
181,17.36485167214695,78.47341528717385,Secunderabad,harassment,0.5,19,2,6,5
182,17.360189032560026,78.46850956809644,Mehdipatnam,theft,0.4,23,6,8,5
183,17.36758117117095,78.47749002181727,Mehdipatnam,assault,0.6,10,6,5,1
184,17.439434029687543,78.3728599739002,Gachibowli,vandalism,0.3,13,3,11,5
185,17.37530797741793,78.44456075926469,Somajiguda,murder,1.0,17,0,10,4
186,17.449329547209835,78.3870680048563,Madhapur,assault,0.6,20,4,4,5
187,17.368743461698024,78.47708490382854,Secunderabad,murder,1.0,18,4,10,1
188,17.4318722741336,78.45072269656373,Ameerpet,theft,0.4,2,4,5,3
189,17.432603408050284,78.44323900349082,Ameerpet,assault,0.6,21,0,7,3
190,17.390510572577522,78.4804805576103,Charminar,vandalism,0.3,20,0,2,3
191,17.484429299753938,78.41348571011834,Kondapur,vandalism,0.3,11,6,3,4
192,17.375248371923178,78.4791434291384,Secunderabad,vandalism,0.3,1,2,11,3
193,17.481061637698186,78.41098333275505,Kondapur,robbery,0.7,23,3,12,1
194,17.436330719625794,78.37839899461872,Gachibowli,murder,1.0,18,2,10,1
195,17.454034678538466,78.39066837236119,Madhapur,robbery,0.7,13,4,12,5
196,17.441058627952362,78.3758608237554,Gachibowli,assault,0.6,12,4,6,5
197,17.37237978181029,78.48613581808931,Secunderabad,murder,1.0,18,6,11,5
198,17.478845613842164,78.40959958527789,Kondapur,robbery,0.7,22,4,12,1
199,17.49005263910871,78.40271379495931,Kukatpally,harassment,0.5,13,4,6,5
200,17.452726031149748,78.38016274153065,Gachibowli,theft,0.4,10,4,5,4
201,17.444128847810475,78.37300724291697,Gachibowli,assault,0.6,6,6,7,4
202,17.435498897146584,78.44394166818311,Ameerpet,vandalism,0.3,5,1,9,5
203,17.494473575235244,78.39277912686167,Kukatpally,robbery,0.7,19,0,9,4
204,17.45084329283469,78.38208672320997,Madhapur,vandalism,0.3,13,6,3,1
205,17.37163521815426,78.44058813733822,Somajiguda,harassment,0.5,12,0,9,4
206,17.3726083024147,78.4821269408586,Secunderabad,vandalism,0.3,19,3,7,5
207,17.37179084431458,78.48753985910919,Secunderabad,vandalism,0.3,22,2,4,4
208,17.40506273764054,78.44191095984594,Banjara Hills,murder,1.0,16,2,8,4
209,17.41078811455613,78.43830391534016,Banjara Hills,theft,0.4,15,2,8,4
210,17.49111905778835,78.40619380669318,Kukatpally,theft,0.4,12,4,8,1
211,17.375565280904446,78.49618048532808,Charminar,assault,0.6,1,3,11,3
212,17.437248148665855,78.382781773886,Gachibowli,assault,0.6,12,0,5,2
213,17.413707909322124,78.43950535219282,Banjara Hills,murder,1.0,6,6,7,4
214,17.372570879026235,78.43690087101957,Somajiguda,robbery,0.7,15,0,4,2
215,17.37633763565781,78.44678709204862,Somajiguda,harassment,0.5,3,5,7,5
216,17.441104833346063,78.38765759886726,Madhapur,vandalism,0.3,18,4,9,4
217,17.375893416795993,78.48940421638173,Secunderabad,assault,0.6,12,3,11,1
218,17.416568784462314,78.42571743525596,Banjara Hills,assault,0.6,21,2,8,1
219,17.4389180283351,78.38354327752026,Gachibowli,theft,0.4,7,6,12,2
220,17.417144402805537,78.43663784399479,Banjara Hills,theft,0.4,0,2,3,2
221,17.36682081207319,78.43341261927226,Somajiguda,assault,0.6,13,5,10,2
222,17.384604407653875,78.48430134561053,Charminar,robbery,0.7,15,1,7,5
223,17.37584644831113,78.48180821599681,Charminar,vandalism,0.3,13,2,9,5
224,17.496047853771913,78.39266127708021,Kukatpally,robbery,0.7,23,0,4,1
225,17.37742062242859,78.4453440237502,Somajiguda,vandalism,0.3,12,6,5,1
226,17.356702957212548,78.470740539612,Mehdipatnam,robbery,0.7,8,6,5,4
227,17.44389615424621,78.3855662251167,Gachibowli,vandalism,0.3,11,5,3,5
228,17.432417271339474,78.45045093124074,Ameerpet,theft,0.4,11,2,5,2
229,17.41300278384795,78.43102140833709,Banjara Hills,robbery,0.7,4,6,5,4
230,17.370356463035026,78.46969691146357,Mehdipatnam,theft,0.4,12,2,6,3
231,17.44605700043139,78.39464949141217,Madhapur,harassment,0.5,14,4,2,3
232,17.483782702696587,78.41026842813405,Kondapur,murder,1.0,8,5,6,2
233,17.430565880269064,78.45532801290294,Ameerpet,vandalism,0.3,20,5,9,1
234,17.44464627057884,78.3703691448619,Gachibowli,vandalism,0.3,20,3,7,2
235,17.37017347638876,78.46886191074863,Mehdipatnam,vandalism,0.3,8,6,7,1
236,17.422123131025142,78.43175986782371,Banjara Hills,harassment,0.5,0,6,3,3
237,17.446677088447906,78.38156637741585,Madhapur,theft,0.4,7,3,5,1
238,17.35359687217031,78.47782228743753,Mehdipatnam,theft,0.4,11,4,6,4
239,17.486307804639573,78.4170689845877,Kondapur,theft,0.4,20,2,10,4
240,17.44741371482185,78.381614969065,Gachibowli,harassment,0.5,4,6,4,2
241,17.37146337147196,78.48585142809529,Secunderabad,theft,0.4,20,3,7,2
242,17.442719390817405,78.37045072641017,Gachibowli,harassment,0.5,19,4,6,2
243,17.456116891729756,78.38855398420571,Madhapur,theft,0.4,16,3,6,5
244,17.44456925604854,78.39616577050829,Madhapur,assault,0.6,23,0,8,1
245,17.37996375671205,78.49009094954882,Secunderabad,vandalism,0.3,13,6,10,3
246,17.430368931045148,78.45513649162106,Ameerpet,vandalism,0.3,12,3,6,3
247,17.451766597129804,78.39862638039148,Madhapur,theft,0.4,7,5,8,1
248,17.352259368559398,78.47324399939345,Mehdipatnam,robbery,0.7,15,2,12,3
249,17.486165180215608,78.39180177422183,Kukatpally,harassment,0.5,22,6,2,4
250,17.4367373545607,78.3824461604419,Gachibowli,theft,0.4,12,5,5,4
251,17.488044364886246,78.41439532425554,Kondapur,theft,0.4,22,0,11,3
252,17.448785985399603,78.3778520218348,Gachibowli,theft,0.4,9,6,8,5
253,17.448796009442194,78.38433000839066,Madhapur,theft,0.4,21,5,9,1
254,17.364725985510976,78.48051951817838,Mehdipatnam,murder,1.0,5,4,5,5
255,17.418768171312752,78.4335780559425,Banjara Hills,assault,0.6,11,4,7,4
256,17.371404347953803,78.47934532069884,Secunderabad,murder,1.0,13,1,5,2
257,17.48096805078997,78.41632316616362,Kondapur,vandalism,0.3,11,6,12,2
258,17.379965098631963,78.42813811041204,Somajiguda,robbery,0.7,21,0,4,2
259,17.446491452066557,78.45624765169515,Ameerpet,vandalism,0.3,10,2,3,5
260,17.45281593370841,78.39894359324506,Madhapur,robbery,0.7,23,4,11,3
261,17.355004138539606,78.47187631592722,Mehdipatnam,robbery,0.7,22,5,1,3
262,17.37447697785534,78.43152095935069,Somajiguda,murder,1.0,5,5,7,3
263,17.44758965232719,78.39658547201637,Madhapur,robbery,0.7,21,4,2,5
264,17.3676130883326,78.43293765021454,Somajiguda,harassment,0.5,10,4,3,5
265,17.372480470381106,78.4344619249533,Somajiguda,theft,0.4,15,1,7,4
266,17.36166675569253,78.48066332832013,Mehdipatnam,robbery,0.7,8,1,11,4
267,17.37616807494914,78.43237342862645,Somajiguda,robbery,0.7,2,6,2,5
268,17.36847360078693,78.48398148937724,Secunderabad,robbery,0.7,19,3,11,5
269,17.36755421000276,78.4321938401908,Somajiguda,assault,0.6,20,4,2,4
270,17.47853593558426,78.4097513601815,Kondapur,vandalism,0.3,20,1,7,2
271,17.45682218174823,78.38701411722582,Madhapur,vandalism,0.3,1,3,8,5
272,17.375222912302544,78.47801428283354,Charminar,theft,0.4,20,4,1,3
273,17.36254304140064,78.4817238512061,Secunderabad,harassment,0.5,4,5,9,1
274,17.3819216529266,78.48830337782091,Charminar,robbery,0.7,18,6,9,3
275,17.47968969023489,78.41241434993137,Kondapur,vandalism,0.3,6,0,8,2
276,17.372898995764043,78.43406650573915,Somajiguda,vandalism,0.3,9,1,4,1
277,17.411327934948407,78.43277008404337,Banjara Hills,assault,0.6,3,0,11,5
278,17.37916817242488,78.44517775000088,Somajiguda,harassment,0.5,21,6,4,3
279,17.433764150070697,78.44756858006484,Ameerpet,assault,0.6,7,4,10,5
280,17.41682228840112,78.43329691097242,Banjara Hills,vandalism,0.3,16,0,5,3
281,17.43746571690061,78.45642058632133,Ameerpet,murder,1.0,15,1,12,4
282,17.458276486788584,78.38897793019537,Madhapur,theft,0.4,18,3,10,1
283,17.415577342648632,78.42680141482886,Banjara Hills,vandalism,0.3,4,0,1,1
284,17.48854525229671,78.41246003294185,Kondapur,vandalism,0.3,11,0,3,2
285,17.476428700019646,78.4136533408272,Kondapur,assault,0.6,19,1,5,1
286,17.43504666666884,78.37055758935783,Gachibowli,vandalism,0.3,20,2,11,1
287,17.38519699022897,78.48428633685067,Charminar,theft,0.4,9,3,12,5
288,17.36462478389182,78.47259677326183,Secunderabad,murder,1.0,15,1,5,5
289,17.43255746791253,78.44754161173252,Ameerpet,robbery,0.7,12,1,6,1
290,17.442437034240935,78.45605879205013,Ameerpet,murder,1.0,4,1,7,4
291,17.43883093563354,78.38153386738276,Gachibowli,murder,1.0,23,1,10,2
292,17.45249912941845,78.38175686790461,Gachibowli,murder,1.0,10,2,7,5
293,17.492048582282287,78.40903731255295,Kondapur,assault,0.6,12,0,6,3
294,17.36276267251843,78.46938809827647,Mehdipatnam,harassment,0.5,12,1,5,1
295,17.372036190602977,78.47795655716479,Secunderabad,harassment,0.5,22,2,4,5
296,17.450229758135425,78.39685288481542,Madhapur,murder,1.0,3,6,1,1
297,17.446115741689187,78.38367959932356,Madhapur,murder,1.0,1,3,12,1
298,17.48408458954319,78.4084650721045,Kondapur,harassment,0.5,1,0,9,5
299,17.37471957641465,78.48751417283381,Secunderabad,vandalism,0.3,18,2,8,3
300,17.442195597784764,78.45539403133292,Ameerpet,robbery,0.7,19,2,8,5
301,17.448785332602633,78.39654087366151,Madhapur,vandalism,0.3,17,5,5,2
302,17.481772352863715,78.4165871433712,Kondapur,theft,0.4,10,4,5,4
303,17.365259486014928,78.48155561006205,Secunderabad,robbery,0.7,6,6,6,1
304,17.434975085090834,78.3750069372443,Gachibowli,harassment,0.5,10,0,9,2
305,17.441148949081267,78.4465587688679,Ameerpet,theft,0.4,12,6,11,2
306,17.44281427105538,78.3823238468029,Madhapur,murder,1.0,11,5,1,5
307,17.501705966008668,78.39210206674166,Kukatpally,murder,1.0,1,6,5,3
308,17.430586098083083,78.43912534482412,Ameerpet,theft,0.4,13,2,10,5
309,17.37888726428734,78.48401869519707,Charminar,robbery,0.7,3,3,11,3
310,17.428300720043804,78.45431560255291,Ameerpet,theft,0.4,7,3,9,3
311,17.48850651549858,78.3994053885914,Kukatpally,robbery,0.7,20,2,4,1
312,17.449156948230073,78.37688964409183,Gachibowli,murder,1.0,13,6,4,2
313,17.448949074286045,78.3815614364853,Madhapur,assault,0.6,22,4,10,4
314,17.361510140562938,78.46518799882,Mehdipatnam,vandalism,0.3,12,0,5,2
315,17.370785024891674,78.43445565864286,Somajiguda,theft,0.4,4,3,10,5
316,17.442901305914216,78.39329485078811,Madhapur,murder,1.0,15,5,8,2
317,17.44083067815802,78.38309360874723,Madhapur,theft,0.4,8,5,1,5
318,17.493359242354067,78.39115624038575,Kukatpally,harassment,0.5,6,5,10,4
319,17.39319716578619,78.47967253965521,Charminar,murder,1.0,16,0,10,3
320,17.375914537941913,78.49435259612598,Charminar,assault,0.6,13,3,8,1
321,17.380652471704384,78.4407322689932,Somajiguda,theft,0.4,3,0,8,3
322,17.48248479262647,78.41651990315499,Kondapur,vandalism,0.3,9,3,11,1
323,17.498420777065103,78.39199932208446,Kukatpally,murder,1.0,17,6,3,4
324,17.44959979883308,78.38640741205681,Madhapur,theft,0.4,7,5,12,4
325,17.446337508472627,78.38289899633861,Gachibowli,robbery,0.7,11,2,6,1
326,17.365926195955982,78.4753903789941,Mehdipatnam,vandalism,0.3,13,4,4,3
327,17.407027714296454,78.42604523233052,Banjara Hills,harassment,0.5,21,3,6,4
328,17.418473223904865,78.42881706503002,Banjara Hills,vandalism,0.3,7,4,6,1
329,17.376379525343292,78.49147351299979,Charminar,theft,0.4,22,4,7,4
330,17.37637552422751,78.4817609899572,Charminar,murder,1.0,2,2,9,2
331,17.36026395328464,78.46831350481442,Mehdipatnam,theft,0.4,16,6,3,2
332,17.44475801325992,78.45608413837057,Ameerpet,robbery,0.7,7,3,2,5
333,17.418231971836466,78.43936120619571,Banjara Hills,murder,1.0,23,0,10,2
334,17.437903559474073,78.38437904201317,Gachibowli,theft,0.4,9,2,12,3
335,17.45187639300812,78.38683488939499,Gachibowli,theft,0.4,7,4,8,5
336,17.383328273301323,78.48768540841867,Charminar,vandalism,0.3,3,4,9,5
337,17.36836538631754,78.48178629033433,Secunderabad,robbery,0.7,15,4,7,1
338,17.435937345037633,78.45247343665383,Ameerpet,assault,0.6,16,3,6,4
339,17.364221513001404,78.46958133521298,Mehdipatnam,robbery,0.7,12,6,9,1
340,17.40986815290182,78.43817853947755,Banjara Hills,robbery,0.7,0,3,6,3
341,17.48380021287158,78.40647188494691,Kondapur,harassment,0.5,17,1,5,3
342,17.355614197586604,78.47593245940597,Mehdipatnam,assault,0.6,0,2,12,5
